Id,invoice_date,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin
300,15/06/2021,Women's Athletic Footwear,45.00 ,75,"33,750 ","13,500 ",40%
301,16/06/2021,Men's Apparel,60.00 ,125,"75,000 ","26,250 ",35%
302,17/06/2021,Women's Apparel,50.00 ,225,"1,12,500 ","56,250 ",50%
303,18/06/2021,Men's Street Footwear,50.00 ,450,"2,25,000 ","90,000 ",40%
304,19/06/2021,Men's Athletic Footwear,50.00 ,150,"75,000 ","26,250 ",35%
305,20/06/2021,Women's Street Footwear,40.00 ,150,"60,000 ","21,000 ",35%
306,21/06/2021,Women's Athletic Footwear,45.00 ,75,"33,750 ","13,500 ",40%
307,22/06/2021,Men's Apparel,60.00 ,100,"60,000 ","21,000 ",35%
308,23/06/2021,Women's Apparel,50.00 ,225,"1,12,500 ","56,250 ",50%
309,24/06/2021,Men's Street Footwear,60.00 ,495,"2,97,000 ","1,18,800 ",40%
310,25/06/2021,Men's Athletic Footwear,55.00 ,200,"1,10,000 ","38,500 ",35%
311,26/06/2021,Women's Street Footwear,50.00 ,175,"87,500 ","30,625 ",35%
312,27/06/2021,Women's Athletic Footwear,50.00 ,100,"50,000 ","20,000 ",40%
313,28/06/2021,Men's Apparel,60.00 ,125,"75,000 ","26,250 ",35%
314,29/06/2021,Women's Apparel,65.00 ,250,"1,62,500 ","81,250 ",50%
315,30/06/2021,Men's Street Footwear,50.00 ,500,"2,50,000 ","1,00,000 ",40%
316,01/07/2021,Men's Athletic Footwear,45.00 ,250,"1,12,500 ","39,375 ",35%
317,02/07/2021,Women's Street Footwear,40.00 ,200,"80,000 ","28,000 ",35%
318,03/07/2021,Women's Athletic Footwear,40.00 ,175,"70,000 ","28,000 ",40%
319,04/07/2021,Men's Apparel,50.00 ,175,"87,500 ","30,625 ",35%
320,05/07/2021,Women's Apparel,55.00 ,350,"1,92,500 ","96,250 ",50%
321,06/07/2021,Men's Street Footwear,50.00 ,575,"2,87,500 ","1,15,000 ",40%
322,07/07/2021,Men's Athletic Footwear,45.00 ,325,"1,46,250 ","51,188 ",35%
323,08/07/2021,Women's Street Footwear,40.00 ,250,"1,00,000 ","35,000 ",35%
324,09/07/2021,Women's Athletic Footwear,40.00 ,200,"80,000 ","32,000 ",40%
325,10/07/2021,Men's Apparel,50.00 ,225,"1,12,500 ","39,375 ",35%
326,11/07/2021,Women's Apparel,55.00 ,400,"2,20,000 ","1,10,000 ",50%
327,12/07/2021,Men's Street Footwear,50.00 ,550,"2,75,000 ","1,10,000 ",40%
328,13/07/2021,Men's Athletic Footwear,45.00 ,325,"1,46,250 ","51,188 ",35%
329,14/07/2021,Women's Street Footwear,40.00 ,250,"1,00,000 ","35,000 ",35%
330,15/07/2021,Women's Athletic Footwear,40.00 ,225,"90,000 ","36,000 ",40%
331,16/07/2021,Men's Apparel,50.00 ,200,"1,00,000 ","35,000 ",35%
332,17/07/2021,Women's Apparel,55.00 ,375,"2,06,250 ","1,03,125 ",50%
333,18/07/2021,Men's Street Footwear,50.00 ,500,"2,50,000 ","1,00,000 ",40%
334,19/07/2021,Men's Athletic Footwear,45.00 ,300,"1,35,000 ","47,250 ",35%
335,20/07/2021,Women's Street Footwear,40.00 ,200,"80,000 ","28,000 ",35%
336,21/07/2021,Women's Athletic Footwear,40.00 ,175,"70,000 ","28,000 ",40%
337,22/07/2021,Men's Apparel,50.00 ,175,"87,500 ","30,625 ",35%
338,23/07/2021,Women's Apparel,55.00 ,250,"1,37,500 ","68,750 ",50%
339,24/07/2021,Men's Street Footwear,60.00 ,425,"2,55,000 ","1,02,000 ",40%
340,25/07/2021,Men's Athletic Footwear,50.00 ,250,"1,25,000 ","43,750 ",35%
341,26/07/2021,Women's Street Footwear,50.00 ,150,"75,000 ","26,250 ",35%
342,27/07/2021,Women's Athletic Footwear,50.00 ,125,"62,500 ","25,000 ",40%
343,28/07/2021,Men's Apparel,60.00 ,125,"75,000 ","26,250 ",35%
344,29/07/2021,Women's Apparel,65.00 ,250,"1,62,500 ","81,250 ",50%
345,30/07/2021,Men's Street Footwear,60.00 ,400,"2,40,000 ","96,000 ",40%
346,31/07/2021,Men's Athletic Footwear,50.00 ,250,"1,25,000 ","43,750 ",35%
347,01/08/2021,Women's Street Footwear,50.00 ,195,"97,500 ","34,125 ",35%
348,02/08/2021,Women's Athletic Footwear,50.00 ,175,"87,500 ","35,000 ",40%
349,03/08/2021,Men's Apparel,60.00 ,150,"90,000 ","31,500 ",35%
350,04/08/2021,Women's Apparel,65.00 ,250,"1,62,500 ","81,250 ",50%
351,05/08/2021,Men's Street Footwear,60.00 ,500,"3,00,000 ","1,20,000 ",40%
352,06/08/2021,Men's Athletic Footwear,50.00 ,300,"1,50,000 ","52,500 ",35%
353,07/08/2021,Women's Street Footwear,50.00 ,250,"1,25,000 ","43,750 ",35%
354,08/08/2021,Women's Athletic Footwear,50.00 ,200,"1,00,000 ","40,000 ",40%
355,09/08/2021,Men's Apparel,60.00 ,200,"1,20,000 ","42,000 ",35%
356,10/08/2021,Women's Apparel,65.00 ,300,"1,95,000 ","97,500 ",50%
357,11/08/2021,Men's Street Footwear,20.00 ,725,"1,45,000 ","43,500 ",30%
358,12/08/2021,Men's Athletic Footwear,30.00 ,725,"2,17,500 ","65,250 ",30%
359,13/08/2021,Women's Street Footwear,30.00 ,525,"1,57,500 ","47,250 ",30%
360,14/08/2021,Women's Athletic Footwear,35.00 ,525,"1,83,750 ","73,500 ",40%
361,15/08/2021,Men's Apparel,40.00 ,375,"1,50,000 ","37,500 ",25%
362,16/08/2021,Women's Apparel,35.00 ,525,"1,83,750 ","82,688 ",45%
363,17/08/2021,Men's Street Footwear,25.00 ,675,"1,68,750 ","50,625 ",30%
364,18/08/2021,Men's Athletic Footwear,35.00 ,650,"2,27,500 ","68,250 ",30%
365,19/08/2021,Women's Street Footwear,35.00 ,475,"1,66,250 ","49,875 ",30%
366,20/08/2021,Women's Athletic Footwear,35.00 ,425,"1,48,750 ","59,500 ",40%
367,21/08/2021,Men's Apparel,40.00 ,300,"1,20,000 ","30,000 ",25%
368,22/08/2021,Women's Apparel,35.00 ,500,"1,75,000 ","78,750 ",45%
369,23/08/2021,Men's Street Footwear,30.00 ,675,"2,02,500 ","70,875 ",35%
370,24/08/2021,Men's Athletic Footwear,40.00 ,675,"2,70,000 ","94,500 ",35%
371,25/08/2021,Women's Street Footwear,30.00 ,500,"1,50,000 ","52,500 ",35%
372,26/08/2021,Women's Athletic Footwear,35.00 ,400,"1,40,000 ","63,000 ",45%
373,27/08/2021,Men's Apparel,40.00 ,300,"1,20,000 ","36,000 ",30%
374,28/08/2021,Women's Apparel,35.00 ,450,"1,57,500 ","78,750 ",50%
375,29/08/2021,Men's Street Footwear,20.00 ,700,"1,40,000 ","49,000 ",35%
376,30/08/2021,Men's Athletic Footwear,30.00 ,700,"2,10,000 ","73,500 ",35%
377,31/08/2021,Women's Street Footwear,25.00 ,525,"1,31,250 ","45,938 ",35%
378,01/09/2021,Women's Athletic Footwear,30.00 ,425,"1,27,500 ","57,375 ",45%
379,02/09/2021,Men's Apparel,35.00 ,325,"1,13,750 ","34,125 ",30%
380,03/09/2021,Women's Apparel,30.00 ,600,"1,80,000 ","90,000 ",50%
381,04/09/2021,Men's Street Footwear,20.00 ,750,"1,50,000 ","52,500 ",35%
382,05/09/2021,Men's Athletic Footwear,30.00 ,775,"2,32,500 ","81,375 ",35%
383,06/09/2021,Women's Street Footwear,25.00 ,625,"1,56,250 ","54,688 ",35%
384,07/09/2021,Women's Athletic Footwear,35.00 ,550,"1,92,500 ","86,625 ",45%
385,08/09/2021,Men's Apparel,50.00 ,450,"2,25,000 ","67,500 ",30%
386,09/09/2021,Women's Apparel,45.00 ,800,"3,60,000 ","1,80,000 ",50%
387,10/09/2021,Men's Street Footwear,45.00 ,800,"3,60,000 ","1,26,000 ",35%
388,11/09/2021,Men's Athletic Footwear,50.00 ,800,"4,00,000 ","1,40,000 ",35%
389,12/09/2021,Women's Street Footwear,45.00 ,650,"2,92,500 ","1,02,375 ",35%
390,13/09/2021,Women's Athletic Footwear,45.00 ,600,"2,70,000 ","1,21,500 ",45%
391,14/09/2021,Men's Apparel,50.00 ,500,"2,50,000 ","75,000 ",30%
392,15/09/2021,Women's Apparel,55.00 ,875,"4,81,250 ","2,40,625 ",50%
393,16/09/2021,Men's Street Footwear,45.00 ,825,"3,71,250 ","1,48,500 ",40%
394,17/09/2021,Men's Athletic Footwear,50.00 ,825,"4,12,500 ","1,65,000 ",40%
395,18/09/2021,Women's Street Footwear,45.00 ,975,"4,38,750 ","1,75,500 ",40%
396,19/09/2021,Women's Athletic Footwear,45.00 ,575,"2,58,750 ","1,29,375 ",50%
397,20/09/2021,Men's Apparel,50.00 ,575,"2,87,500 ","1,00,625 ",35%
398,21/09/2021,Women's Apparel,60.00 ,850,"5,10,000 ","2,80,500 ",55%
399,22/09/2021,Men's Street Footwear,50.00 ,800,"4,00,000 ","1,60,000 ",40%
400,23/09/2021,Men's Athletic Footwear,55.00 ,800,"4,40,000 ","1,76,000 ",40%
401,24/09/2021,Women's Street Footwear,50.00 ,975,"4,87,500 ","1,95,000 ",40%
402,25/09/2021,Women's Athletic Footwear,50.00 ,525,"2,62,500 ","1,31,250 ",50%
403,26/09/2021,Men's Apparel,55.00 ,525,"2,88,750 ","1,01,063 ",35%
404,27/09/2021,Women's Apparel,60.00 ,775,"4,65,000 ","2,55,750 ",55%
405,28/09/2021,Men's Street Footwear,55.00 ,725,"3,98,750 ","1,59,500 ",40%
406,29/09/2021,Men's Athletic Footwear,55.00 ,675,"3,71,250 ","1,48,500 ",40%
407,30/09/2021,Women's Street Footwear,60.00 ,725,"4,35,000 ","1,74,000 ",40%
408,01/10/2021,Women's Athletic Footwear,60.00 ,450,"2,70,000 ","1,35,000 ",50%
409,02/10/2021,Men's Apparel,55.00 ,450,"2,47,500 ","86,625 ",35%
410,03/10/2021,Women's Apparel,50.00 ,675,"3,37,500 ","1,85,625 ",55%
411,04/10/2021,Men's Street Footwear,40.00 ,625,"2,50,000 ","1,00,000 ",40%
412,05/10/2021,Men's Athletic Footwear,40.00 ,625,"2,50,000 ","1,00,000 ",40%
413,06/10/2021,Women's Street Footwear,45.00 ,575,"2,58,750 ","1,03,500 ",40%
414,07/10/2021,Women's Athletic Footwear,45.00 ,425,"1,91,250 ","95,625 ",50%
415,08/10/2021,Men's Apparel,40.00 ,400,"1,60,000 ","56,000 ",35%
416,09/10/2021,Women's Apparel,50.00 ,575,"2,87,500 ","1,58,125 ",55%
417,10/10/2021,Men's Street Footwear,40.00 ,725,"2,90,000 ","1,16,000 ",40%
418,11/10/2021,Men's Athletic Footwear,40.00 ,725,"2,90,000 ","1,16,000 ",40%
419,12/10/2021,Women's Street Footwear,65.00 ,650,"4,22,500 ","1,69,000 ",40%
420,13/10/2021,Women's Athletic Footwear,65.00 ,500,"3,25,000 ","1,62,500 ",50%
421,14/10/2021,Men's Apparel,60.00 ,475,"2,85,000 ","99,750 ",35%
422,15/10/2021,Women's Apparel,70.00 ,675,"4,72,500 ","2,59,875 ",55%
423,16/10/2021,Men's Street Footwear,60.00 ,825,"4,95,000 ","1,98,000 ",40%
424,17/10/2021,Men's Athletic Footwear,60.00 ,825,"4,95,000 ","1,98,000 ",40%
425,18/10/2021,Women's Street Footwear,65.00 ,725,"4,71,250 ","1,88,500 ",40%
426,19/10/2021,Women's Athletic Footwear,65.00 ,575,"3,73,750 ","1,86,875 ",50%
427,20/10/2021,Men's Apparel,60.00 ,525,"3,15,000 ","1,10,250 ",35%
428,21/10/2021,Women's Apparel,70.00 ,775,"5,42,500 ","2,98,375 ",55%
429,22/10/2021,Men's Street Footwear,45.00 ,425,"1,91,250 ","1,05,188 ",55%
430,23/10/2021,Men's Athletic Footwear,45.00 ,225,"1,01,250 ","35,438 ",35%
431,24/10/2021,Women's Street Footwear,35.00 ,225,"78,750 ","31,500 ",40%
432,25/10/2021,Women's Athletic Footwear,40.00 ,75,"30,000 ","12,000 ",40%
433,26/10/2021,Men's Apparel,55.00 ,125,"68,750 ","24,063 ",35%
434,27/10/2021,Women's Apparel,45.00 ,225,"1,01,250 ","30,375 ",30%
435,28/10/2021,Men's Street Footwear,45.00 ,475,"2,13,750 ","1,17,563 ",55%
436,29/10/2021,Men's Athletic Footwear,45.00 ,125,"56,250 ","19,688 ",35%
437,30/10/2021,Women's Street Footwear,35.00 ,175,"61,250 ","24,500 ",40%
438,31/10/2021,Women's Athletic Footwear,40.00 ,50,"20,000 ","8,000 ",40%
439,01/11/2021,Men's Apparel,55.00 ,125,"68,750 ","24,063 ",35%
440,02/11/2021,Women's Apparel,45.00 ,225,"1,01,250 ","30,375 ",30%
441,03/11/2021,Men's Street Footwear,50.00 ,445,"2,22,500 ","1,22,375 ",55%
442,04/11/2021,Men's Athletic Footwear,50.00 ,150,"75,000 ","26,250 ",35%
443,05/11/2021,Women's Street Footwear,40.00 ,175,"70,000 ","28,000 ",40%
444,06/11/2021,Women's Athletic Footwear,45.00 ,25,"11,250 ","4,500 ",40%
445,07/11/2021,Men's Apparel,60.00 ,75,"45,000 ","13,500 ",30%
446,08/11/2021,Women's Apparel,50.00 ,175,"87,500 ","21,875 ",25%
447,09/11/2021,Men's Street Footwear,50.00 ,450,"2,25,000 ","1,12,500 ",50%
448,10/11/2021,Men's Athletic Footwear,50.00 ,150,"75,000 ","22,500 ",30%
449,11/11/2021,Women's Street Footwear,40.00 ,150,"60,000 ","21,000 ",35%
450,12/11/2021,Women's Athletic Footwear,45.00 ,75,"33,750 ","11,813 ",35%
451,13/11/2021,Men's Apparel,60.00 ,75,"45,000 ","13,500 ",30%
452,14/11/2021,Women's Apparel,50.00 ,200,"1,00,000 ","25,000 ",25%
453,15/11/2021,Men's Street Footwear,60.00 ,470,"2,82,000 ","1,41,000 ",50%
454,16/11/2021,Men's Athletic Footwear,60.00 ,175,"1,05,000 ","31,500 ",30%
455,17/11/2021,Women's Street Footwear,55.00 ,150,"82,500 ","28,875 ",35%
456,18/11/2021,Women's Athletic Footwear,55.00 ,100,"55,000 ","19,250 ",35%
457,19/11/2021,Men's Apparel,65.00 ,125,"81,250 ","24,375 ",30%
458,20/11/2021,Women's Apparel,70.00 ,250,"1,75,000 ","52,500 ",30%
459,21/11/2021,Men's Street Footwear,65.00 ,500,"3,25,000 ","1,78,750 ",55%
460,22/11/2021,Men's Athletic Footwear,60.00 ,250,"1,50,000 ","52,500 ",35%
461,23/11/2021,Women's Street Footwear,55.00 ,175,"96,250 ","38,500 ",40%
462,24/11/2021,Women's Athletic Footwear,55.00 ,150,"82,500 ","33,000 ",40%
463,25/11/2021,Men's Apparel,65.00 ,150,"97,500 ","34,125 ",35%
464,26/11/2021,Women's Apparel,70.00 ,300,"2,10,000 ","63,000 ",30%
465,27/11/2021,Men's Street Footwear,65.00 ,500,"3,25,000 ","1,78,750 ",55%
466,28/11/2021,Men's Athletic Footwear,60.00 ,300,"1,80,000 ","63,000 ",35%
467,29/11/2021,Women's Street Footwear,55.00 ,225,"1,23,750 ","49,500 ",40%
468,30/11/2021,Women's Athletic Footwear,55.00 ,175,"96,250 ","38,500 ",40%
469,01/12/2021,Men's Apparel,65.00 ,200,"1,30,000 ","45,500 ",35%
470,02/12/2021,Women's Apparel,70.00 ,375,"2,62,500 ","78,750 ",30%
471,03/12/2021,Men's Street Footwear,65.00 ,525,"3,41,250 ","1,87,688 ",55%
472,04/12/2021,Men's Athletic Footwear,60.00 ,300,"1,80,000 ","63,000 ",35%
473,05/12/2021,Women's Street Footwear,55.00 ,225,"1,23,750 ","49,500 ",40%
474,06/12/2021,Women's Athletic Footwear,55.00 ,200,"1,10,000 ","44,000 ",40%
475,07/12/2021,Men's Apparel,65.00 ,175,"1,13,750 ","39,813 ",35%
476,08/12/2021,Women's Apparel,70.00 ,350,"2,45,000 ","73,500 ",30%
477,09/12/2021,Men's Street Footwear,65.00 ,475,"3,08,750 ","1,54,375 ",50%
478,10/12/2021,Men's Athletic Footwear,50.00 ,275,"1,37,500 ","41,250 ",30%
479,11/12/2021,Women's Street Footwear,45.00 ,200,"90,000 ","31,500 ",35%
480,12/12/2021,Women's Athletic Footwear,45.00 ,175,"78,750 ","27,563 ",35%
481,13/12/2021,Men's Apparel,55.00 ,125,"68,750 ","20,625 ",30%
482,14/12/2021,Women's Apparel,60.00 ,225,"1,35,000 ","33,750 ",25%
483,15/12/2021,Men's Street Footwear,60.00 ,400,"2,40,000 ","1,20,000 ",50%
484,16/12/2021,Men's Athletic Footwear,50.00 ,225,"1,12,500 ","33,750 ",30%
485,17/12/2021,Women's Street Footwear,50.00 ,125,"62,500 ","21,875 ",35%
486,18/12/2021,Women's Athletic Footwear,50.00 ,100,"50,000 ","17,500 ",35%
487,19/12/2021,Men's Apparel,60.00 ,100,"60,000 ","18,000 ",30%
488,20/12/2021,Women's Apparel,65.00 ,225,"1,46,250 ","36,563 ",25%
489,21/12/2021,Men's Street Footwear,70.00 ,375,"2,62,500 ","1,44,375 ",55%
490,22/12/2021,Men's Athletic Footwear,60.00 ,200,"1,20,000 ","42,000 ",35%
491,23/12/2021,Women's Street Footwear,60.00 ,195,"1,17,000 ","46,800 ",40%
492,24/12/2021,Women's Athletic Footwear,60.00 ,175,"1,05,000 ","42,000 ",40%
493,25/12/2021,Men's Apparel,70.00 ,150,"1,05,000 ","36,750 ",35%
494,26/12/2021,Women's Apparel,75.00 ,250,"1,87,500 ","56,250 ",30%
495,27/12/2021,Men's Street Footwear,70.00 ,475,"3,32,500 ","1,82,875 ",55%
496,28/12/2021,Men's Athletic Footwear,60.00 ,275,"1,65,000 ","57,750 ",35%
497,29/12/2021,Women's Street Footwear,60.00 ,225,"1,35,000 ","54,000 ",40%
498,30/12/2021,Women's Athletic Footwear,60.00 ,175,"1,05,000 ","42,000 ",40%
499,31/12/2021,Men's Apparel,70.00 ,175,"1,22,500 ","42,875 ",35%
500,01/01/2020,Women's Apparel,75.00 ,275,"2,06,250 ","61,875 ",30%
501,02/01/2020,Men's Street Footwear,35.00 ,450,"1,57,500 ","63,000 ",40%
502,03/01/2020,Men's Athletic Footwear,45.00 ,450,"2,02,500 ","50,625 ",25%
503,04/01/2020,Women's Street Footwear,45.00 ,450,"2,02,500 ","81,000 ",40%
504,05/01/2020,Women's Athletic Footwear,45.00 ,300,"1,35,000 ","47,250 ",35%
505,06/01/2020,Men's Apparel,50.00 ,250,"1,25,000 ","68,750 ",55%
506,07/01/2020,Women's Apparel,45.00 ,475,"2,13,750 ","42,750 ",20%
507,08/01/2020,Men's Street Footwear,35.00 ,525,"1,83,750 ","73,500 ",40%
508,09/01/2020,Men's Athletic Footwear,45.00 ,425,"1,91,250 ","47,813 ",25%
509,10/01/2020,Women's Street Footwear,45.00 ,425,"1,91,250 ","76,500 ",40%
510,11/01/2020,Women's Athletic Footwear,45.00 ,275,"1,23,750 ","43,313 ",35%
511,12/01/2020,Men's Apparel,50.00 ,200,"1,00,000 ","55,000 ",55%
512,13/01/2020,Women's Apparel,45.00 ,400,"1,80,000 ","36,000 ",20%
513,14/01/2020,Men's Street Footwear,45.00 ,550,"2,47,500 ","99,000 ",40%
514,15/01/2020,Men's Athletic Footwear,55.00 ,400,"2,20,000 ","55,000 ",25%
515,16/01/2020,Women's Street Footwear,55.00 ,400,"2,20,000 ","88,000 ",40%
516,17/01/2020,Women's Athletic Footwear,55.00 ,300,"1,65,000 ","57,750 ",35%
517,18/01/2020,Men's Apparel,60.00 ,175,"1,05,000 ","57,750 ",55%
518,19/01/2020,Women's Apparel,55.00 ,375,"2,06,250 ","41,250 ",20%
519,20/01/2020,Men's Street Footwear,60.00 ,550,"3,30,000 ","1,32,000 ",40%
520,21/01/2020,Men's Athletic Footwear,65.00 ,350,"2,27,500 ","56,875 ",25%
521,22/01/2020,Women's Street Footwear,65.00 ,400,"2,60,000 ","1,04,000 ",40%
522,23/01/2020,Women's Athletic Footwear,60.00 ,300,"1,80,000 ","63,000 ",35%
523,24/01/2020,Men's Apparel,65.00 ,200,"1,30,000 ","71,500 ",55%
524,25/01/2020,Women's Apparel,80.00 ,350,"2,80,000 ","56,000 ",20%
525,26/01/2020,Men's Street Footwear,60.00 ,550,"3,30,000 ","1,48,500 ",45%
526,27/01/2020,Men's Athletic Footwear,65.00 ,400,"2,60,000 ","78,000 ",30%
527,28/01/2020,Women's Street Footwear,65.00 ,400,"2,60,000 ","1,17,000 ",45%
528,29/01/2020,Women's Athletic Footwear,60.00 ,300,"1,80,000 ","72,000 ",40%
529,30/01/2020,Men's Apparel,65.00 ,200,"1,30,000 ","78,000 ",60%
530,31/01/2020,Women's Apparel,80.00 ,450,"3,60,000 ","90,000 ",25%
531,01/02/2020,Men's Street Footwear,60.00 ,700,"4,20,000 ","1,89,000 ",45%
532,02/02/2020,Men's Athletic Footwear,65.00 ,550,"3,57,500 ","1,07,250 ",30%
533,03/02/2020,Women's Street Footwear,65.00 ,550,"3,57,500 ","1,60,875 ",45%
534,04/02/2020,Women's Athletic Footwear,60.00 ,425,"2,55,000 ","1,02,000 ",40%
535,05/02/2020,Men's Apparel,65.00 ,300,"1,95,000 ","1,17,000 ",60%
536,06/02/2020,Women's Apparel,80.00 ,600,"4,80,000 ","1,20,000 ",25%
537,07/02/2020,Men's Street Footwear,60.00 ,750,"4,50,000 ","1,80,000 ",40%
538,08/02/2020,Men's Athletic Footwear,65.00 ,600,"3,90,000 ","97,500 ",25%
539,09/02/2020,Women's Street Footwear,65.00 ,550,"3,57,500 ","1,43,000 ",40%
540,10/02/2020,Women's Athletic Footwear,60.00 ,450,"2,70,000 ","94,500 ",35%
541,11/02/2020,Men's Apparel,65.00 ,500,"3,25,000 ","1,78,750 ",55%
542,12/02/2020,Women's Apparel,80.00 ,500,"4,00,000 ","80,000 ",20%
543,13/02/2020,Men's Street Footwear,65.00 ,700,"4,55,000 ","1,82,000 ",40%
544,14/02/2020,Men's Athletic Footwear,70.00 ,650,"4,55,000 ","1,13,750 ",25%
545,15/02/2020,Women's Street Footwear,65.00 ,525,"3,41,250 ","1,36,500 ",40%
546,16/02/2020,Women's Athletic Footwear,65.00 ,475,"3,08,750 ","1,08,063 ",35%
547,17/02/2020,Men's Apparel,75.00 ,475,"3,56,250 ","1,95,938 ",55%
548,18/02/2020,Women's Apparel,80.00 ,400,"3,20,000 ","64,000 ",20%
549,19/02/2020,Men's Street Footwear,60.00 ,600,"3,60,000 ","1,26,000 ",35%
550,20/02/2020,Men's Athletic Footwear,65.00 ,600,"3,90,000 ","78,000 ",20%
551,21/02/2020,Women's Street Footwear,60.00 ,450,"2,70,000 ","94,500 ",35%
552,22/02/2020,Women's Athletic Footwear,60.00 ,400,"2,40,000 ","72,000 ",30%
553,23/02/2020,Men's Apparel,70.00 ,400,"2,80,000 ","1,40,000 ",50%
554,24/02/2020,Women's Apparel,75.00 ,450,"3,37,500 ","50,625 ",15%
555,25/02/2020,Men's Street Footwear,60.00 ,550,"3,30,000 ","1,15,500 ",35%
556,26/02/2020,Men's Athletic Footwear,65.00 ,550,"3,57,500 ","71,500 ",20%
557,27/02/2020,Women's Street Footwear,60.00 ,375,"2,25,000 ","78,750 ",35%
558,28/02/2020,Women's Athletic Footwear,60.00 ,350,"2,10,000 ","63,000 ",30%
559,01/03/2020,Men's Apparel,70.00 ,325,"2,27,500 ","1,13,750 ",50%
560,02/03/2020,Women's Apparel,75.00 ,375,"2,81,250 ","42,188 ",15%
561,03/03/2020,Men's Street Footwear,60.00 ,575,"3,45,000 ","1,20,750 ",35%
562,04/03/2020,Men's Athletic Footwear,65.00 ,575,"3,73,750 ","74,750 ",20%
563,05/03/2020,Women's Street Footwear,60.00 ,425,"2,55,000 ","89,250 ",35%
564,06/03/2020,Women's Athletic Footwear,60.00 ,400,"2,40,000 ","72,000 ",30%
565,07/03/2020,Men's Apparel,70.00 ,350,"2,45,000 ","1,22,500 ",50%
566,08/03/2020,Women's Apparel,75.00 ,475,"3,56,250 ","53,438 ",15%
567,09/03/2020,Men's Street Footwear,60.00 ,675,"4,05,000 ","1,41,750 ",35%
568,10/03/2020,Men's Athletic Footwear,65.00 ,675,"4,38,750 ","87,750 ",20%
569,11/03/2020,Women's Street Footwear,60.00 ,475,"2,85,000 ","99,750 ",35%
570,12/03/2020,Women's Athletic Footwear,60.00 ,475,"2,85,000 ","85,500 ",30%
571,13/03/2020,Men's Apparel,70.00 ,400,"2,80,000 ","1,40,000 ",50%
572,14/03/2020,Women's Apparel,75.00 ,500,"3,75,000 ","56,250 ",15%
573,15/03/2020,Men's Street Footwear,30.00 ,425,"1,27,500 ","44,625 ",35%
574,16/03/2020,Men's Athletic Footwear,40.00 ,425,"1,70,000 ","34,000 ",20%
575,17/03/2020,Women's Street Footwear,40.00 ,425,"1,70,000 ","59,500 ",35%
576,18/03/2020,Women's Athletic Footwear,40.00 ,275,"1,10,000 ","33,000 ",30%
577,19/03/2020,Men's Apparel,45.00 ,225,"1,01,250 ","50,625 ",50%
578,20/03/2020,Women's Apparel,40.00 ,475,"1,90,000 ","28,500 ",15%
579,21/03/2020,Men's Street Footwear,30.00 ,525,"1,57,500 ","55,125 ",35%
580,22/03/2020,Men's Athletic Footwear,40.00 ,425,"1,70,000 ","34,000 ",20%
581,23/03/2020,Women's Street Footwear,40.00 ,425,"1,70,000 ","59,500 ",35%
582,24/03/2020,Women's Athletic Footwear,40.00 ,275,"1,10,000 ","33,000 ",30%
583,25/03/2020,Men's Apparel,45.00 ,200,"90,000 ","45,000 ",50%
584,26/03/2020,Women's Apparel,40.00 ,400,"1,60,000 ","24,000 ",15%
585,27/03/2020,Men's Street Footwear,40.00 ,550,"2,20,000 ","77,000 ",35%
586,28/03/2020,Men's Athletic Footwear,50.00 ,400,"2,00,000 ","40,000 ",20%
587,29/03/2020,Women's Street Footwear,55.00 ,400,"2,20,000 ","77,000 ",35%
588,30/03/2020,Women's Athletic Footwear,55.00 ,300,"1,65,000 ","49,500 ",30%
589,31/03/2020,Men's Apparel,60.00 ,150,"90,000 ","45,000 ",50%
590,01/04/2020,Women's Apparel,55.00 ,350,"1,92,500 ","28,875 ",15%
591,02/04/2020,Men's Street Footwear,60.00 ,525,"3,15,000 ","1,10,250 ",35%
592,03/04/2020,Men's Athletic Footwear,65.00 ,325,"2,11,250 ","42,250 ",20%
593,04/04/2020,Women's Street Footwear,65.00 ,375,"2,43,750 ","85,313 ",35%
594,05/04/2020,Women's Athletic Footwear,60.00 ,275,"1,65,000 ","49,500 ",30%
595,06/04/2020,Men's Apparel,65.00 ,175,"1,13,750 ","56,875 ",50%
596,07/04/2020,Women's Apparel,80.00 ,325,"2,60,000 ","39,000 ",15%
597,08/04/2020,Men's Street Footwear,60.00 ,525,"3,15,000 ","1,57,500 ",50%
598,09/04/2020,Men's Athletic Footwear,65.00 ,375,"2,43,750 ","85,313 ",35%
599,10/04/2020,Women's Street Footwear,65.00 ,375,"2,43,750 ","1,21,875 ",50%
600,11/04/2020,Women's Athletic Footwear,60.00 ,275,"1,65,000 ","74,250 ",45%
601,12/04/2020,Men's Apparel,65.00 ,175,"1,13,750 ","73,938 ",65%
602,13/04/2020,Women's Apparel,80.00 ,475,"3,80,000 ","1,14,000 ",30%
603,14/04/2020,Men's Street Footwear,60.00 ,725,"4,35,000 ","2,17,500 ",50%
604,15/04/2020,Men's Athletic Footwear,65.00 ,575,"3,73,750 ","1,30,813 ",35%
605,16/04/2020,Women's Street Footwear,65.00 ,575,"3,73,750 ","1,86,875 ",50%
606,17/04/2020,Women's Athletic Footwear,65.00 ,450,"2,92,500 ","1,31,625 ",45%
607,18/04/2020,Men's Apparel,70.00 ,325,"2,27,500 ","1,47,875 ",65%
